epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
85,1616.58,0.18934,0.20621,0.00062,0.96913,0.97811,0.9911,0.98621,0.09662,0.09032,0.00048,0.0002105,0.0002105,0.0002105
86,1635.62,0.18317,0.19946,0.00064,0.94694,0.98867,0.99049,0.9847,0.09279,0.0934,0.00044,0.000198125,0.000198125,0.000198125
87,1654.74,0.18646,0.18399,0.00057,0.96571,0.95582,0.98962,0.98439,0.08864,0.10706,0.00043,0.00018575,0.00018575,0.00018575
88,1673.91,0.1777,0.1833,0.00058,0.96078,0.97057,0.98979,0.98475,0.09091,0.10036,0.00043,0.000173375,0.000173375,0.000173375
89,1692.88,0.17389,0.17363,0.0006,0.9656,0.94563,0.98667,0.98091,0.09222,0.11215,0.00046,0.000161,0.000161,0.000161
90,1711.8,0.17913,0.16968,0.00057,0.97727,0.95777,0.98999,0.98574,0.09277,0.09296,0.00046,0.000148625,0.000148625,0.000148625
91,1731.37,0.15466,0.13365,0.0006,0.97576,0.95304,0.98905,0.98285,0.0881,0.10286,0.00043,0.00013625,0.00013625,0.00013625
92,1750.41,0.15518,0.12314,0.00061,0.95755,0.96989,0.98474,0.97908,0.09864,0.11428,0.00049,0.000123875,0.000123875,0.000123875
93,1769.21,0.15411,0.12867,0.00061,0.97862,0.94954,0.98903,0.98405,0.08908,0.0973,0.00041,0.0001115,0.0001115,0.0001115
94,1787.58,0.14403,0.11396,0.00058,0.96327,0.97734,0.9893,0.98353,0.09139,0.09184,0.00041,9.9125e-05,9.9125e-05,9.9125e-05
95,1807.62,0.15114,0.12329,0.00059,0.95536,0.9818,0.98883,0.98312,0.09504,0.09415,0.00043,8.675e-05,8.675e-05,8.675e-05
96,1827.09,0.151,0.12833,0.00057,0.98424,0.95935,0.98962,0.98385,0.0911,0.08691,0.00039,7.4375e-05,7.4375e-05,7.4375e-05
97,1844.8,0.14499,0.1156,0.00054,0.96291,0.96948,0.98995,0.98359,0.08753,0.09432,0.00038,6.2e-05,6.2e-05,6.2e-05
98,1862.75,0.13976,0.1127,0.00051,0.97788,0.95972,0.98934,0.98342,0.08231,0.09074,0.00037,4.9625e-05,4.9625e-05,4.9625e-05
99,1882.05,0.14462,0.12244,0.0005,0.96519,0.9818,0.99014,0.9853,0.0803,0.08458,0.00036,3.725e-05,3.725e-05,3.725e-05
100,1901.59,0.13646,0.11026,0.0005,0.96654,0.9818,0.99093,0.98511,0.08146,0.08131,0.00035,2.4875e-05,2.4875e-05,2.4875e-05
